error_x,error_y,error_theta,v_x,v_y,v_theta
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1513945360842113,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15224374576176478,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15308324663954936,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15390486068354026,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1546988058961075,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15538025881479706,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15619986452991197,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15697852193192113,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15777758360709151,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.158579841628796,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.15937983007753978,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1602632609731184,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1609743494415396,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.16180906993593483,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.16256784551301878,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1633729038620602,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1642135943947709,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1649645596442703,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.16576848987570358,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.16656564972428686,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.16736029708524003,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.16824483948614624,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1689588963215113,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.16976726247111315,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.17055683829450066,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.17135303475061328,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.17218331768957193,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.17295107823422073,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.17374927303586768,1.0
0.9950041652780258,0.09983341664682815,1.6707963267948966,1.0,0.1745502515126377,1.0
0.8391923057780258,0.14370277514682817,1.7736624087948967,1.0,0.25309037224818687,1.0
0.8391923057780258,0.14370277514682817,1.7736624087948967,1.0,0.25430102501796636,1.0
0.8391923057780258,0.14370277514682817,1.7736624087948967,1.0,0.25539974292525186,1.0
0.8391923057780258,0.14370277514682817,1.7736624087948967,1.0,0.25655121647801926,1.0
0.8391923057780258,0.14370277514682817,1.7736624087948967,1.0,0.25771853090502106,1.0
0.8016473412618259,0.15001013911194372,1.7495759190068967,1.0,0.26926693927845824,1.0
0.8016473412618259,0.15001013911194372,1.7495759190068967,1.0,0.27048578167942006,1.0
0.8016473412618259,0.15001013911194372,1.7495759190068967,1.0,0.2716756345609944,1.0
