x,y,theta
1.1365831566390625,-0.44697090429610853,0.0
1.096431083677544,-0.43118076324424237,0.0
1.0557658375005303,-0.41518881250033246,0.0
1.0146877060683437,-0.3990344911504735,0.0
0.9732985417977034,-0.3827578535149314,0.0
0.9317013704467172,-0.36639941534394893,0.0
0.8900000000007822,-0.3499999999994543,0.0
0.8482986295521187,-0.3336005846549597,0.0
0.8067014582043157,-0.3172421464830677,0.0
0.7653122939327659,-0.30096550884957196,0.0
0.7242341625033077,-0.2848111875007362,0.0
0.6835689163208372,-0.26881923675466624,0.0
0.6434168433588638,-0.253029095702459,0.0
0.6038762760140344,-0.23747943438627317,0.0
0.5650431999983994,-0.22220800000013696,0.0
0.5270108632466872,-0.2072514630731348,0.0
0.48986938476718933,-0.19264526367112467,0.0
0.4537053635635857,-0.17842345757958356,0.0
0.4186014875017463,-0.16461856249964057,0.0
0.3846361421988149,-0.15126140423569723,0.0
0.3518830199218428,-0.13838096288930046,0.0
0.32041072845277085,-0.1260042190541526,0.0
0.2902823999984321,-0.11415599999952519,0.0
0.2615553000628097,-0.10285882586640582,0.0
0.2342804363270261,-0.09213275585955216,0.0
0.2085021675684402,-0.08199523443477119,0.0
0.1842578125010732,-0.07246093750040927,0.0
0.16157725870198192,-0.06354161859121632,0.0
0.1404825714812432,-0.05524595507722552,0.0
0.12098760277376641,-0.047579394347394555,0.0
0.10309759999790913,-0.04054399999938596,0.0
0.08680881500458781,-0.03413829803423596,0.0
0.07210811289405683,-0.028357123046362176,0.0
0.058972580947738606,-0.02319146441607245,0.0
0.04736913749957239,-0.01862831250025465,0.0
0.0372541408332836,-0.014650504820679089,0.0
0.028572998046001885,-0.011236572266625444,0.0
0.021259773963720363,-0.008360585266132148,0.0
0.015236800001275697,-0.005991999998400388,0.0
0.01041428306916714,-0.004095504576866915,0.0
0.006689914457638224,-0.0026308652339821492,0.0
0.003948478696656821,-0.0015527725214496968,0.0
0.0020614625009329757,-0.0008106874978466294,0.0
0.0008866635876074724,-0.0003486879281808797,0.0
0.0002677996103557234,-0.00010531445241213078,0.0
3.411702482480905e-05,-1.341680831501435e-05,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
2.2737367544323206e-12,1.2505552149377763e-12,0.0
