vx,vy,angular,x,y,theta
0.206,-0.058,-0.136,0.1558118595,-0.043869358500000004,-0.10286608200000001
0.377,-0.024,0.239,0.1933568240161999,-0.05017672246511555,-0.07877959221200001
0.466,0.014,0.444,0.24112850231672203,-0.05250723289319166,-0.033229650416000005
0.603,0.034,0.717,0.3006468822252786,-0.05113238450667503,0.03744757848099999
0.697,0.088,0.683,0.3700665588837637,-0.03971294632889225,0.105844137606
0.77,0.083,0.58,0.4443918727768646,-0.023620558525447036,0.16279673010600001
0.795,0.049,0.546,0.5219475499418526,-0.005922685425759262,0.21732713803800002
0.878,0.044,0.717,0.6064903998236132,0.017238680087294834,0.288821538288
0.893,0.029,0.751,0.6931986765558023,0.04609658685356516,0.365633974496
0.873,0.019,0.683,0.7728025828216895,0.07857597633961519,0.432881386804
0.819,-0.014,0.99,0.8480137894933937,0.11178407448483857,0.532249088644
0.741,-0.004,1.059,0.9112220236777347,0.1485519744837013,0.636753106372
0.647,-0.078,1.298,0.9678193956718559,0.18071560407021128,0.766412922372
0.535,-0.132,1.537,1.01551357172743,0.2083101600518052,0.9201054294969999
0.422,-0.088,1.503,1.0491207111800231,0.2374616678090967,1.0752204147459998
0.333,-0.098,1.093,1.0728051513056103,0.26131764565260746,1.1810702236209998
0.225,-0.098,0.819,1.09040665869939,0.2783952792849368,1.2629136790419997
0.166,-0.088,0.614,1.1043504513395555,0.2920646674146687,1.3267259057539997
0.093,-0.073,0.307,1.1133134512849192,0.29903860242326386,1.3562150467919998
0.053,-0.063,0.444,1.1206061878279479,0.3028800952052909,1.4006677717919997
0.034,-0.083,0.58,1.1293555651001697,0.3048243118424949,1.4586250692919998
0.014,-0.103,0.717,1.1397405427511667,0.30506241027047826,1.5302767614169999
0.029,-0.107,0.888,1.1505506938958967,0.3075269218788799,1.6190887494169999
0.068,-0.137,0.956,1.1640278036235132,0.31504806060312124,1.7155573155689998
0.117,-0.107,1.024,1.1728481189208324,0.3280513226614645,1.8170372085609998
0.157,-0.058,1.024,1.1746478727666423,0.3447076417123568,1.9195362375529998
0.157,-0.068,0.956,1.175672516612029,0.36176763227612696,2.0150321932049997
0.186,-0.068,1.024,1.173793011181229,0.38175922943049595,2.118857814197
0.152,-0.063,0.854,1.1712588991162518,0.3979622855075765,2.2039783076829997
0.083,-0.063,0.444,1.1714306739894518,0.4086457279992856,2.2495059748869997
0.044,-0.034,0.034,1.171317382579602,0.4140861393494993,2.252833221993
0.049,-0.019,0.136,1.169715179212988,0.4190514622507114,2.266334752281
0.058,-0.039,0.136,1.16897030875858,0.4262178483328053,2.2803544992809996
0.078,-0.049,0.204,1.1676540536319717,0.4350068163753096,2.3000360198489997
0.127,-0.029,0.409,1.161357844955206,0.4464031600825823,2.3409141894739998
0.157,-0.058,0.341,1.1545911068488712,0.46170999638130866,2.3750116319739996
0.142,-0.034,0.307,1.1467339167998136,0.47398983346973445,2.4056633433299996
0.147,-0.009,0.068,1.1364317355995064,0.48453551437596964,2.4124703360419995
0.147,-0.009,0.0,1.1260506731355262,0.4950182325934877,2.4124703360419995
0.122,-0.004,-0.034,1.1172348688925893,0.5034291228861453,2.4090764857919993
0.132,0.014,0.034,1.1064906530644083,0.5112111809245298,2.4124745421139995
0.127,-0.009,-0.204,1.0976270667829433,0.5203350241829178,2.3920929445459995
0.107,0.0,0.0,1.089797246082412,0.5276219440309201,2.3920929445459995
0.088,-0.009,0.0,1.0839637618180118,0.5342814123404557,2.3920929445459995
0.132,0.004,0.034,1.0739340326746103,0.543064085124224,2.3955252587239997
0.161,0.004,0.034,1.0619586531094487,0.5535933477656102,2.3988916992959997
0.176,-0.009,0.068,1.0496052064859156,0.5661559609463911,2.4056901324399997
0.171,0.014,0.102,1.0355400929777776,0.5769421325314571,2.4162275697579996
0.166,-0.029,0.0,1.0253890520806188,0.5896899685109946,2.4162275697579996
0.152,-0.014,0.034,1.0149237854808844,0.6008432180866735,2.4196342521519996
0.152,0.004,0.034,1.0032799318130499,0.6105644053443391,2.4230260128299994
0.117,0.0,0.0,0.9944695301127384,0.6182694110008228,2.4230260128299994
0.103,0.014,0.034,0.9857922907641162,0.6239976247323249,2.4264269081859995
0.117,-0.009,0.0,0.9773574795502327,0.6325434821579448,2.4264269081859995
0.147,0.0,0.0,0.9663723070553624,0.6420846641574034,2.4264269081859995
0.152,0.044,0.375,0.9518264061142947,0.6488155640510536,2.4644096423109993
0.137,0.049,0.136,0.9382708753669923,0.6535147323110608,2.4778199167349992
0.117,0.058,0.204,0.9254833340847746,0.6561541875975563,2.498217400598999
0.137,0.019,0.136,0.9134652858835481,0.6628068331731475,2.511724348310999
0.157,0.009,0.068,0.900208629333887,0.6713527573841082,2.518544552810999
0.132,0.014,-0.034,0.8887349235652892,0.677882345360347,2.515163113954999
0.132,0.014,-0.034,0.8772378472875043,0.6844768001765869,2.511768235204999
0.078,0.039,0.0,0.8685319188416243,0.6859369893086884,2.511768235204999
0.112,-0.004,0.034,0.8598379379057722,0.6927617093650161,2.515121380382999
0.157,0.0,0.204,0.8471075918465719,0.7019749656910899,2.535540233246999
0.191,-0.004,0.034,0.831122358459331,0.7135565448748288,2.5390533583529993
