error_x,error_y,error_theta,v_x,v_y,v_theta
0.0,3.880959999999996e-05,0.0,0.0,0.0,0.0
0.0,0.0003011071999999999,0.0,0.0,0.0,0.0
0.0,0.0009851328000000002,0.0,0.0,0.0,0.0
0.0,0.0022626303999999996,0.0,0.0,0.0,0.0
0.0,0.004279999999999999,0.0,0.0,0.0,0.0
0.0,0.007159449599999999,0.0,0.0,0.0,0.0
0.0,0.011000147199999996,0.0,0.0,0.011000147199999996,0.0
0.0,0.015879372799999996,0.0,0.0,0.015879372799999996,0.0
-0.00040027896,0.021453391439999997,-0.00340237116,0.0,0.021453391439999997,0.0
7.734032424072288e-06,0.026161979530690233,-3.6237199999996335e-06,0.0,0.026161979530690233,0.0
7.734032424072288e-06,0.03441886913069023,-3.6237199999996335e-06,0.0,0.03441886913069023,0.0
-0.0003920653688451883,0.042428249629919965,0.0033947142920000006,0.0,0.042428249629919965,0.0
-0.0013042331147454997,0.050069533937934126,0.010212115492000002,0.0,0.050069533937934126,0.020424230984000005
-0.0017381905881593425,0.05833229189044954,0.013606309924000005,0.0,0.05833229189044954,0.02721261984800001
-0.0004112192748934487,0.06573297981459046,0.010208327450000004,0.0,0.06573297981459046,0.020416654900000008
-0.0004909430618777223,0.07164669910538585,0.003399768834000001,0.0,0.07164669910538585,0.0
0.00037839567289705417,0.0775134560730796,-0.0033944621819999997,0.0,0.0775134560730796,0.0
0.0008032514403227049,0.08573673192781209,-0.013596348264,0.0,0.08573673192781209,-0.027192696528
0.0009094545505503327,0.09422276126417123,-0.013596348264,0.0,0.09422276126417123,-0.027192696528
0.0014354977869172354,0.10191009880263878,-0.010198685968,0.0,0.10191009880263878,-0.020397371936
0.001535327111194259,0.1096721581130157,-0.016990789195999997,0.0,0.1096721581130157,-0.03398157839199999
0.0017171672090625012,0.11698841063556557,-0.016990789195999997,0.0,0.11698841063556557,-0.03398157839199999
0.0015075199828324284,0.12415564993242273,-0.020390669923999998,0.0,0.12415564993242273,-0.040781339847999996
0.0017463158969475646,0.1310565324611131,-0.020390669923999998,0.0,0.1310565324611131,-0.040781339847999996
0.0024144515202490485,0.13661556627454718,-0.023785997644000002,0.0,0.13661556627454718,-0.047571995288000005
0.0031522185240266737,0.14115620518904318,-0.013583911846000003,0.0,0.14115620518904318,-0.027167823692000007
0.0033387644932717604,0.14603448676652706,-0.013583911846000003,0.0,0.14603448676652706,-0.027167823692000007
0.0035243835140674616,0.1507427308441211,-0.013583911846000003,0.0,0.1507427308441211,-0.027167823692000007
0.003317338493551475,0.1545583316335601,-0.010184444796000003,0.0,0.1545583316335601,-0.020368889592000006
0.0034783112079203675,0.156303304972507,-0.010184444796000003,0.0,0.156303304972507,-0.020368889592000006
0.003627152599747378,0.15866387902052764,-0.003423841548,0.0,0.15866387902052764,0.0
0.0032795104113602785,0.15977297809140972,-0.006820781377999999,0.0,0.15977297809140972,0.0
0.0029828918418309215,0.16007828637002422,-0.010224257470000001,0.0,0.16007828637002422,-0.020448514940000002
0.0027475906632638027,0.1586421412115313,-0.013623242876,0.0,0.1586421412115313,-0.027246485752
0.002554847628534362,0.15717328851252038,-0.017020546778000006,0.0,0.15717328851252038,-0.03404109355600001
0.0024134731655946484,0.15467053839383982,-0.013617363936000005,0.0,0.15467053839383982,-0.02723472787200001
0.0022295662965974277,0.14993621869933282,-0.010157601286,0.0,0.14993621869933282,-0.020315202572
0.0019885542451994814,0.14556175009946065,-0.006820931556,0.0,0.14556175009946065,0.0
0.0016921335189810538,0.13976256344480176,-0.010222163750000002,0.0,0.13976256344480176,-0.020444327500000005
0.0018526511113029346,0.13231710222750281,-0.010222163750000002,0.0,0.13231710222750281,-0.020444327500000005
0.002400290112387533,0.12516296217904133,-0.006806523138000002,0.0,0.12516296217904133,0.0
0.0033884603955452505,0.11751343054468322,-0.006806523138000002,0.0,0.11751343054468322,0.0
0.002071308007305081,0.1101813352171318,-0.010207100832000004,0.0,0.1101813352171318,-0.020414201664000008
0.0021814855436459064,0.10322820292862517,0.003512874288,0.0,0.10322820292862517,0.0
0.003036349306637213,0.09549817116592002,0.003512874288,0.0,0.09549817116592002,0.0
0.0039016824467533414,0.08771510354759793,0.003512874288,0.0,0.08771510354759793,0.0
0.0034663937725035493,0.07963772495398114,9.227409599999947e-05,0.0,0.07963772495398114,0.0
0.0020738460662118544,0.07107705023770483,-0.003287555778000001,0.0,0.07107705023770483,0.0
0.0011962111046339508,0.06453646327418006,0.003512406754000001,0.0,0.06453646327418006,0.0
0.0002689092755207833,0.056779233212864266,0.01031175171,0.0,0.056779233212864266,0.02062350342
-0.00016126019807543142,0.050429023632965364,0.007004088967998895,0.0,0.050429023632965364,0.0
0.0004614111142841597,0.04517221872300242,0.0044570843960168045,0.0,0.04517221872300242,0.0
0.0007300520506567871,0.04077432716799584,-0.003593506052006667,0.0,0.04077432716799584,0.0
0.00203367328694455,0.03686765179338786,-0.006393954991974215,0.0,0.03686765179338786,0.0
0.004988727178978692,0.033984303244515235,-5.9414447999461134e-05,0.0,0.033984303244515235,0.0
0.007513796607829594,0.030576227558051117,0.019191002390041557,0.0,0.030576227558051117,0.038382004780083114
0.010962631754741133,0.028176395645085173,0.034648710115971246,0.010962631754741133,0.028176395645085173,0.06929742023194249
0.014932974453531325,0.026258179595519182,0.04310393214402896,0.014932974453531325,0.026258179595519182,0.08620786428805792
0.021312787829396194,0.02487434358618401,0.05849590404203344,0.021312787829396194,0.02487434358618401,0.11699180808406688
0.027043243822949127,0.02245986411473294,0.06380676318602317,0.027043243822949127,0.02245986411473294,0.12761352637204634
0.032466924784501396,0.019468612873821234,0.07607101550600853,0.032466924784501396,0.019468612873821234,0.15214203101201706
0.03863404213442092,0.01595117932264245,0.09546736505206509,0.03863404213442092,0.01595117932264245,0.19093473010413017
0.04690407816859829,0.0134311014626472,0.11837660145602177,0.04690407816859829,0.0134311014626472,0.23675320291204355
0.05490293268416569,0.00930072970819451,0.14136818672001594,0.05490293268416569,0.0,0.2827363734400319
0.06484255280346506,0.007169196748020523,0.16070059592799696,0.06484255280346506,0.0,0.3214011918559939
0.07337836321723203,0.006275212305318301,0.16665304237201134,0.07337836321723203,0.0,0.3333060847440227
0.08075314834840919,0.0057075853979760005,0.17519965996101142,0.08075314834840919,0.0,0.35039931992202283
0.08836759870662303,0.0052714530332732545,0.18268295668999865,0.08836759870662303,0.0,0.3653659133799973
0.09497736637074963,0.004106888688875265,0.19330601222399618,0.09497736637074963,0.0,0.38661202444799236
0.10198726867276718,0.0035055584214955804,0.20570481400502094,0.10198726867276718,0.0,0.4114096280100419
0.10844070260693137,0.0031946995895986707,0.2129474045129779,0.10844070260693137,0.0,0.4258948090259558
0.11353826211995324,0.001688657572651464,0.22179380988898806,0.11353826211995324,0.0,0.4435876197779761
0.11773774221148262,0.00010995727582907566,0.23853630419602007,0.11773774221148262,0.0,0.47707260839204013
0.12002766690438003,-0.001968853663360526,0.2560593330720184,0.12002766690438003,0.0,0.5121186661440368
0.12175290369992925,-0.005117675024035484,0.26711088158398943,0.12175290369992925,0.0,0.5342217631679789
0.12397413115838102,-0.007849881622700283,0.27813379120399606,0.12397413115838102,0.0,0.5562675824079921
0.12615894316585055,-0.012003065627017695,0.27859581908801556,0.12615894316585055,-0.012003065627017695,0.5571916381760311
0.12567696204124199,-0.015952389655335075,0.2816493144779836,0.12567696204124199,-0.015952389655335075,0.5632986289559672
0.12440430199798819,-0.0208437760075717,0.28025821536207196,0.12440430199798819,-0.0208437760075717,0.5605164307241439
0.12370110057225547,-0.02617908412511316,0.27733757614606436,0.12370110057225547,-0.02617908412511316,0.5546751522921287
