vx,vy,angular,x,y,theta
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.166,0.117,0.204,0.01632777909,0.011508133455000001,0.020065463460000002
0.417,0.25,0.444,0.05774281386621053,0.03748089974788845,0.06470803264800001
0.495,0.25,0.375,0.10554638249933221,0.06564337531859255,0.10222666189800002
0.613,0.24,0.444,0.1632138768060636,0.09532925266950497,0.14597177344200002
0.672,0.22,0.444,0.22682703413896693,0.12703316585317082,0.190601762778
0.726,0.206,0.409,0.29501281914122635,0.16141922023754654,0.23198929486800002
0.8,0.152,0.512,0.3679598601268821,0.19397360344247982,0.28221493787600005
0.849,0.122,0.512,0.44606392354473545,0.22931620144353568,0.33338881205200005
0.903,0.078,0.409,0.5291079421732263,0.2663569327521976,0.37442151619200004
0.917,0.063,0.375,0.6124985553845017,0.3059232978923859,0.41207856206700005
0.947,0.063,0.239,0.6965672027318045,0.3495308899584614,0.43592727195000003
0.957,0.034,0.17,0.7828097402298616,0.39349550892320956,0.45311222022000003
0.967,0.004,0.239,0.8681493667830816,0.43548488943209096,0.47661910298200005
0.539,0.265,0.751,0.9039050488136584,0.4837871534067773,0.551761949785
0.476,0.034,0.922,0.9433903417364013,0.5121594286402444,0.6457017121530001
0.628,-0.088,0.614,0.9988875875516978,0.5429463882453546,0.707151324581
0.647,-0.137,0.751,1.0560100327356607,0.5740403924372374,0.781004970989
0.613,-0.26,0.58,1.1177677196399747,0.5986971707330799,0.8389282526490001
0.579,-0.333,0.614,1.181301755009974,0.6195401154239337,0.9003949797130001
0.608,-0.353,0.546,1.2464859783839277,0.6451508084879636,0.9547855810690001
0.569,-0.382,0.614,1.3108160010517103,0.6696255531761309,1.016449830091
0.505,-0.407,0.717,1.3720019420321976,0.6911383622264938,1.088147958004
0.422,-0.402,0.888,1.4276769772683582,0.7100230638463265,1.1777217967240001
0.328,-0.348,1.059,1.4728188175666272,0.727156273888345,1.284646091176
0.24,-0.309,1.195,1.5094000402724235,0.7415226895778525,1.404682343841
0.166,-0.274,1.093,1.5389078926343283,0.7532602214551587,1.5130283876500001
0.073,-0.191,1.127,1.558488965709589,0.759474316026767,1.626257275226
0.039,-0.166,1.093,1.5757533370483536,0.7645551558280224,1.741611375994
0.004,-0.103,1.127,1.5850890467631138,0.7665413857979201,1.845968002277
0.117,-0.009,0.956,1.5827781217622552,0.7780359743654673,1.941486718377
0.112,-0.004,1.127,1.579067538523271,0.7886951596481496,2.054985466103
0.107,0.019,1.024,1.5724445055714258,0.7972301207911823,2.156781129975
0.107,0.029,1.093,1.5641082693375965,0.8045436569339174,2.266116984747
0.078,0.049,0.273,1.5553719570101248,0.8073862715138669,2.293345078458
0.073,0.044,0.717,1.5471289350924906,0.8099887611928823,2.366059546701
0.132,0.053,0.854,1.5340816683775105,0.8154087472879195,2.450883023257
0.132,0.083,0.99,1.5187616639303112,0.8174021562784088,2.5489720648570002
0.122,0.073,1.059,1.5042016280422652,0.81818050954898,2.6575802836810003
0.147,0.068,0.956,1.4884407001185591,0.8189809400701825,2.7507286063850005
0.235,0.029,0.819,1.4655634100952928,0.8252651661279773,2.8327892728910005
0.26,0.024,0.99,1.440016958987597,0.830890908975568,2.9319713576510003
0.26,0.004,0.854,1.4146096267659902,0.83588899082716,3.0170140201390003
0.235,-0.019,0.546,1.3912600946645228,0.8407500373220587,3.0722473643050003
0.24,-0.034,0.239,1.3661759888084086,0.8460985044396766,3.097535966255
