vx,vy,angular,x,y,theta
0.0,0.0,0.0,0.0,0.0,0.0
0.387,0.044,0.239,0.023342956092,0.002653979504,0.014415934124
0.559,0.049,0.341,0.08091660673189609,0.008538157426506607,0.049584985151
0.643,0.073,0.307,0.14297756463153696,0.01872114555547448,0.079420513368
0.76,0.073,0.444,0.21776098210592887,0.031957332025339215,0.123585549012
0.819,0.083,0.444,0.2978952068634302,0.050262989052588206,0.167920278792
0.873,0.058,0.478,0.38267481793224584,0.07049494810217014,0.21553880035599998
0.913,0.029,0.409,0.47212411017487593,0.09307721443835293,0.25684614595099997
0.917,0.004,0.444,0.5598013581823993,0.11651471285218745,0.300788560439
0.917,-0.004,0.444,0.6474497246603934,0.1432847286400146,0.345161676683
0.927,-0.014,0.444,0.7350164714514797,0.1732844211485395,0.38949102340700004
0.898,-0.024,0.512,0.8192198846563066,0.205245521539342,0.44082385617500003
0.863,-0.039,0.751,0.8991057157837624,0.23861309376793305,0.5160859032
0.721,-0.112,1.059,0.9681509880786668,0.2647579515686489,0.623241116838
0.598,-0.196,1.161,1.0271428603998949,0.2834282827525832,0.737396112114
0.471,-0.215,1.024,1.0765183187101206,0.2991994338090946,0.839910743794
0.368,-0.279,0.922,1.1217904948230915,0.30796311344320904,0.931974936882
0.299,-0.24,0.99,1.158889166021058,0.31765776156305986,1.030984621062
0.255,-0.206,1.024,1.1896499937222356,0.3289379442987231,1.13333034087
0.245,-0.098,1.093,1.2089579700165245,0.34702730134344983,1.2429229260399999
0.225,-0.107,0.956,1.226299666954007,0.36484805442589857,1.338335905672
0.186,-0.088,1.161,1.2391767122014479,0.38095653007009583,1.454696287786
0.068,-0.088,1.024,1.2487380731185729,0.3867111638484513,1.557449802282
0.029,-0.068,1.024,1.2555361178508775,0.3895036985534098,1.659250005546
-0.004,-0.073,0.99,1.2628438388443268,0.38975016370544235,1.758262535976
0.004,-0.024,0.922,1.2651312593370756,0.39059192219091204,1.8506247545
-0.014,-0.014,1.127,1.2668650284220166,0.3896321828002995,1.963426123642
-0.009,-0.009,0.068,1.2680526071201885,0.3891401751959262,1.970293817438
-0.004,0.004,0.034,1.26783893573239,0.38861424201076283,1.973705808796
0.171,-0.004,0.649,1.2614676266185771,0.4045881003782317,2.038958413741
0.206,-0.019,0.956,1.2539784386808854,0.4235480323544464,2.133162931937
0.215,-0.019,0.956,1.244089306860467,0.4428141776449242,2.229082454861
0.171,-0.034,0.717,1.2363667113212797,0.4583225985867247,2.300330455193
0.171,-0.034,0.58,1.227517125553919,0.47331404036014224,2.358243428513
0.088,0.029,0.341,1.2192458946371652,0.47746376808378777,2.392300404202
0.063,0.044,0.102,1.2116083439487144,0.4785372028942305,2.402537857174
0.063,0.053,0.239,1.2034198564665055,0.4788620542519621,2.4263277395969998
0.058,0.058,-0.068,1.1952066686422151,0.4782850904261346,2.419502048517
0.058,0.049,0.136,1.1876474002658284,0.4784408868419158,2.4330449349089998
0.152,0.004,0.102,1.1758612828884658,0.4880155702698108,2.4432314066489997
0.279,-0.063,0.307,1.158510449120552,0.5108227525388499,2.47398987265
0.25,-0.093,0.239,1.1445422080710994,0.5337568000211227,2.4980504428879997
0.215,-0.049,0.204,1.1303314222760705,0.5505201475158998,2.5183810239319997
0.196,-0.058,0.0,1.1178454713092107,0.5666122110869096,2.5183810239319997
0.157,-0.009,0.068,1.105530243569332,0.5765807144423827,2.5252321942719997
0.127,0.019,0.0,1.0941470610693291,0.5823323072933245,2.5252321942719997
0.142,-0.034,0.102,1.084538543852323,0.5933003243524668,2.535418334512
0.142,-0.014,-0.102,1.0736585925902764,0.6025474247854543,2.525211267952
0.127,-0.019,0.068,1.0644003660395776,0.6114334267163225,2.5320066434759996
0.206,-0.019,0.136,1.0485725314016803,0.624807259864293,2.5456290247239997
0.235,-0.029,0.273,1.0307066490699426,0.640437292743226,2.572997781685
0.137,0.049,0.068,1.015939130929039,0.6438189018958442,2.5800781182129997
0.147,0.058,0.204,1.000734320759201,0.646675478635822,2.6000495017689995
0.132,0.063,0.034,0.9863711721336769,0.6480621022023927,2.6034038424889996
0.107,0.058,-0.068,0.9739345590861456,0.6485780825387247,2.5964493893969998
0.103,0.053,0.034,0.9626267213175496,0.6493699398082963,2.5997765735689997
0.098,0.058,0.0,0.951266841873692,0.6494542385141214,2.5997765735689997
0.093,0.034,0.102,0.9414823430464241,0.651349382835404,2.6100428320549995
0.078,0.039,-0.136,0.9328962743596184,0.6519332935866469,2.5966218087349997
0.171,-0.034,0.17,0.9200176535620547,0.663721981009023,2.6136458967149996
0.255,-0.078,0.204,0.9019676851862285,0.6832531598192335,2.6339910037829997
0.206,-0.117,0.068,0.8896329820943003,0.703522904413958,2.6408016419069997
0.211,-0.063,0.239,0.8741889840210705,0.7191391247247295,2.6646395418199997
0.122,0.014,-0.102,0.8627063878822089,0.7234966222625521,2.6544382635559995
0.107,0.049,0.204,0.8509523196426866,0.7241757503470347,2.6748470502439994
0.088,0.049,-0.068,0.8408913945564843,0.7237598241782094,2.6680488867879992
0.083,0.034,0.034,0.8318859258502787,0.7245249246651281,2.671474860135999
0.098,0.039,0.068,0.8214738618162662,0.7254789520356543,2.6782156562079993
0.093,0.034,-0.17,0.8116323688938426,0.7265946059738808,2.6612113511279993
0.098,0.019,0.068,0.8020649221723146,0.7294379842116057,2.668010356015999
0.245,-0.098,0.341,0.7847370270803986,0.749326308757793,2.702098389643999
0.24,-0.122,0.102,0.7681098778118547,0.7707055338662097,2.712359374117999
0.211,-0.093,0.102,0.7528699142186434,0.787858135525976,2.722509067615999
0.132,0.014,0.102,0.7401521908769159,0.7919799544285807,2.732782032397999
0.117,0.029,0.204,0.7283482744836962,0.7939557106602423,2.753036626093999
0.093,-0.044,-0.034,0.7213985314243901,0.8015619321999208,2.749631754675999
0.152,-0.073,-0.034,0.710164506049643,0.8140872792074684,2.746239190815999
0.112,-0.053,0.102,0.7018575577822301,0.8233053980955682,2.756454098421999
0.103,-0.053,-0.102,0.6942708486003079,0.8321243579107401,2.746210398153999
0.152,0.034,0.307,0.6787323063751445,0.8348768429984088,2.777314111749999
0.157,0.078,0.204,0.6614208371620126,0.8331955235666925,2.797553635353999
0.132,0.053,0.034,0.6471729938051319,0.8326570859395899,2.800961699847999
0.117,0.029,0.136,0.6352439954501173,0.8338258422920004,2.8144850596319992
0.107,0.039,0.0,0.6238808187253738,0.833571109969888,2.8144850596319992
0.073,0.034,0.034,0.6159001647218267,0.8326996196779394,2.817874566449999
0.107,0.049,-0.068,0.6041763005082706,0.8314555066455275,2.811062381325999
0.093,-0.083,0.034,0.5980842771192281,0.8423051714540845,2.814456336295999
0.068,-0.009,0.0,0.5919421387207005,0.8453385348267088,2.814456336295999
0.073,0.014,0.102,0.5845230072018234,0.8463663241283307,2.8247344858399988
0.132,-0.044,0.239,0.5734427569485306,0.8545921194482061,2.8484383612449986
0.22,-0.132,0.17,0.5561956823812343,0.873586500944109,2.8654384659649987
0.201,-0.142,0.239,0.5406814548541695,0.8927877234688231,2.889411913771999
0.147,0.0,0.136,0.5262740161304701,0.8965000326218356,2.903176614123999
0.127,0.019,0.0,0.5136979804658675,0.8976338152899169,2.903176614123999
0.093,0.004,0.17,0.5045624696082793,0.8994422670212877,2.920184269393999
0.103,0.024,-0.102,0.493912927926903,0.8993622170374858,2.909912970577999
0.068,0.019,0.068,0.4869057779243068,0.8990762826225441,2.9166672500299993
0.083,-0.004,-0.034,0.478892177471533,0.9013207148216686,2.9132622001119994
0.044,-0.063,-0.102,0.47600202698767724,0.908528880876586,2.9029538978379996
0.186,-0.107,0.273,0.4606460715318456,0.9231437136909669,2.929924293472
0.171,-0.024,0.375,0.4444376221702174,0.9290806273957583,2.967411134347
0.161,0.024,0.034,0.4281266940500611,0.9295081183909382,2.970819203091
0.132,-0.004,0.102,0.41520674710067296,0.9321414792894341,2.981003388399
0.127,0.009,0.136,0.40247729599034665,0.9332881978646508,2.994655886983
0.112,0.014,0.034,0.39097078709967575,0.9335480794014828,2.9981228445089996
0.083,-0.014,-0.034,0.38301506414260406,0.9361015313932903,2.9947478027869994
0.078,0.0,0.0,0.3753597600805469,0.9372338237952602,2.9947478027869994
0.068,0.009,0.0,0.3684729798297569,0.9373389015528795,2.9947478027869994
0.024,-0.004,0.034,0.36617346366245807,0.9380805575948421,2.9981241237249994
0.137,-0.068,0.068,0.3535969235250716,0.946762254345183,3.0049184707489993
0.186,-0.137,0.204,0.33691054493243855,0.9629917099539951,3.0254742345409995
0.147,-0.029,0.204,0.32269756152078877,0.9675585679382186,3.0457998177889993
0.147,0.0,0.068,0.3081601813076395,0.9689554200595465,3.052555564884999
0.117,0.0,0.136,0.2965320391029849,0.9699935006029042,3.066125792036999
0.083,0.004,-0.034,0.2881481851042963,0.9702225319095699,3.062694143714999
0.103,-0.004,0.034,0.2780042674624378,0.9714221586153614,3.066063415568999
0.058,0.019,0.068,0.2720712881508705,0.9699637179010547,3.072870466828999
0.009,0.009,0.0,0.2711051589402225,0.9691220223146206,3.072870466828999
0.0,0.009,0.068,0.2710438901519626,0.9682318832111173,3.079611874968999
0.088,-0.068,0.068,0.26267564024602097,0.9755694729638081,3.086417036508999
0.211,-0.053,0.239,0.24176084267725767,0.9820682724393861,3.110477158621999
0.166,-0.019,0.136,0.22531465977848178,0.9844711235066322,3.124005861845999
0.157,0.0,0.068,0.2096540097859154,0.9847465724955636,3.130789867633999
0.112,0.004,0.102,0.19842781998559555,0.9844670238467731,3.141010372285999
0.117,0.0,0.204,0.18673975666902362,0.9844738295882891,-3.121795744117587
0.078,0.009,0.614,0.17896507008245416,0.9834204088898875,-3.0604428471275873
0.039,0.009,0.888,0.17514221097247473,0.9822044829736293,-2.971441508223587
0.019,0.0,0.956,0.1732711349806785,0.981883008869682,-2.875917396459587
0.014,0.004,1.059,0.17202745906520012,0.9811307768112442,-2.7702028125335874
0.088,-0.137,0.819,0.1588430570558795,0.9907122125653202,-2.6882252573285874
0.152,-0.132,0.854,0.13832127943552658,0.9962093548362607,-2.5981007824405875
0.152,-0.093,1.127,0.12114146250365082,0.9963053839288936,-2.4894439974975877
0.127,-0.088,1.093,0.10555698163706484,0.9955849516106955,-2.3790812386215876
0.103,-0.093,1.059,0.09196077313234963,0.9952029409978302,-2.2752854959785878
0.083,-0.093,1.059,0.07955088861408585,0.9949031612067355,-2.169824269330588
0.058,-0.068,0.956,0.07066781233976711,0.993947490066705,-2.074258772326588
0.024,-0.004,1.059,0.06914093340828015,0.9920147222106426,-1.967052462997588
0.004,-0.004,0.922,0.06862557533482765,0.9918033984332142,-1.876267691507588
-0.004,-0.004,1.127,0.06836475076426324,0.9923044851730528,-1.763723223142588
0.039,-0.098,0.068,0.05758374895582837,0.990277790842961,-1.756650944274588
0.029,-0.215,-0.751,0.03679417403470917,0.9913552400011263,-1.8287142817825879
0.024,-0.181,-0.99,0.01860945253300199,0.9936603857934801,-1.9281037002625878
0.039,-0.157,-1.093,0.0024786041015693594,0.9955044988491869,-2.0378007991855878
0.063,-0.142,-0.785,-0.012916773116968634,0.9962661704171107,-2.1156914248805876
0.049,-0.088,-0.546,-0.023058942802667043,0.9966398986055016,-2.170707821406588
0.009,-0.029,-0.478,-0.025939051236761757,0.997527638255959,-2.218151639706588
0.004,-0.024,-0.239,-0.02809210912502905,0.9986545892039496,-2.242022709473588
-0.004,-0.004,-0.307,-0.02815655337726293,0.999216584416036,-2.2727223103735876
0.009,0.009,-0.068,-0.028050129428088853,0.9979445838384208,-2.2795418250815875
0.103,-0.132,-0.034,-0.04471543719070123,0.9987139140758017,-2.2829296404335877
0.147,-0.166,-0.068,-0.06688728105196196,0.9984337275385927,-2.289729772965588
0.147,-0.157,0.068,-0.08855481100090336,0.9977058184192569,-2.282875366981588
0.112,-0.142,0.034,-0.10676370116426889,0.9985120233684713,-2.279448788705588
0.103,-0.132,0.102,-0.1232388854648571,0.9992710407752105,-2.269401333785588
0.0,-0.029,-0.068,-0.12546285321711417,1.001138965762097,-2.2762115044775877
0.009,-0.009,0.0,-0.12673242205781113,1.0010372047652494,-2.2762115044775877
0.024,-0.004,-0.034,-0.12866700686841454,0.9994069575062318,-2.2797467457675875
0.004,-0.004,-0.034,-0.12922494023682674,0.999364221472759,-2.2831099757535873
0.024,-0.014,-0.034,-0.1318832299463592,0.998452478462176,-2.2865489012655873
0.039,-0.127,0.068,-0.14364539559447337,1.0036742310609028,-2.2799619157535873
0.063,-0.24,0.17,-0.1658683000081831,1.0144765474219268,-2.2630330599035875
0.083,-0.22,0.17,-0.18826511619119934,1.0221849443469722,-2.2459082715735876
0.053,-0.181,0.17,-0.20550009261660196,1.0292746523427718,-2.2291099993535877
0.063,-0.152,-0.102,-0.22137857108410855,1.0335904878275644,-2.2393104234695875
-0.024,-0.063,0.034,-0.2248562519517952,1.0394145238434702,-2.2358894054515877
-0.024,-0.034,-0.034,-0.2260415653836656,1.0433715559543557,-2.2392640930295875
-0.019,-0.029,-0.068,-0.22713856684705863,1.046656260911771,-2.2460563661895874
